,name,lon,lat,zNum,carCap,carDisCap,address
178,Парковка №0303 (347),37.577846,55.756167,0303,45,6,"Конюшковская улица, дом 26"
179,Парковка №0303 (347),37.578144,55.756547,0303,45,6,"Конюшковская улица, дом 26"
180,Парковка №0303 (347),37.578191,55.756618,0303,45,6,"Конюшковская улица, дом 26"
181,Парковка №0303 (347),37.578236,55.756684,0303,45,6,"Конюшковская улица, дом 26"
182,Парковка №0303 (347),37.578283,55.756793,0303,45,6,"Конюшковская улица, дом 26"
183,Парковка №0303 (347),37.578396,55.757043,0303,45,6,"Конюшковская улица, дом 26"
184,Парковка №0303 (347),37.578532,55.75739,0303,45,6,"Конюшковская улица, дом 26"
185,,,,,,,
186,Парковка №0303 (312),37.56935,55.756908,0303,13,2,"Рочдельская улица, дом 11/5"
187,Парковка №0303 (312),37.570492,55.756654,0303,13,2,"Рочдельская улица, дом 11/5"
188,,,,,,,
189,Парковка №0303 (326),37.568335,55.7556,0303,16,0,"улица Николаева, дом 4"
190,Парковка №0303 (326),37.568601,55.756061,0303,16,0,"улица Николаева, дом 4"
191,,,,,,,
192,Парковка №0303 (348),37.576992,55.755588,0303,27,0,"Дружинниковская улица, дом 18, строение 1"
193,Парковка №0303 (348),37.577252,55.755847,0303,27,0,"Дружинниковская улица, дом 18, строение 1"
194,Парковка №0303 (348),37.577498,55.756123,0303,27,0,"Дружинниковская улица, дом 18, строение 1"
195,Парковка №0303 (348),37.577681,55.756324,0303,27,0,"Дружинниковская улица, дом 18, строение 1"
196,Парковка №0303 (348),37.577839,55.756533,0303,27,0,"Дружинниковская улица, дом 18, строение 1"
197,Парковка №0303 (348),37.57792,55.756646,0303,27,0,"Дружинниковская улица, дом 18, строение 1"
198,Парковка №0303 (348),37.578018,55.756814,0303,27,0,"Дружинниковская улица, дом 18, строение 1"
199,Парковка №0303 (348),37.578065,55.756948,0303,27,0,"Дружинниковская улица, дом 18, строение 1"
200,,,,,,,
201,Парковка №0303 (75),37.543636,55.747554,0303,12,1,"Краснопресненская набережная, дом 16, строение 1"
202,Парковка №0303 (75),37.544188,55.74779,0303,12,1,"Краснопресненская набережная, дом 16, строение 1"
203,,,,,,,
204,Парковка №0303 (302),37.558651,55.756621,0303,13,0,"улица 1905 Года, дом 15"
205,Парковка №0303 (302),37.558768,55.756261,0303,13,0,"улица 1905 Года, дом 15"
206,Парковка №0303 (302),37.558858,55.756086,0303,13,0,"улица 1905 Года, дом 15"
207,Парковка №0303 (302),37.558891,55.756034,0303,13,0,"улица 1905 Года, дом 15"
208,,,,,,,
209,Парковка №0303 (304),37.548394,55.75556,0303,36,4,"1-й Красногвардейский проезд, дом 4, корпус А, строение 1"
210,Парковка №0303 (304),37.548882,55.755835,0303,36,4,"1-й Красногвардейский проезд, дом 4, корпус А, строение 1"
211,Парковка №0303 (304),37.54862,55.756035,0303,36,4,"1-й Красногвардейский проезд, дом 4, корпус А, строение 1"
212,Парковка №0303 (304),37.548067,55.755823,0303,36,4,"1-й Красногвардейский проезд, дом 4, корпус А, строение 1"
213,Парковка №0303 (304),37.548394,55.75556,0303,36,4,"1-й Красногвардейский проезд, дом 4, корпус А, строение 1"
214,,,,,,,
215,Парковка №0304 (298),37.605319,55.770327,0304,18,2,"Старопименовский переулок, дом 18, строение 2"
216,Парковка №0304 (298),37.605504,55.769794,0304,18,2,"Старопименовский переулок, дом 18, строение 2"
217,Парковка №0304 (298),37.605738,55.769135,0304,18,2,"Старопименовский переулок, дом 18, строение 2"
218,,,,,,,
219,Парковка №0304 (247),37.604767,55.765532,0304,30,3,"Пушкинская площадь, дом 5"
220,Парковка №0304 (247),37.606391,55.766264,0304,30,3,"Пушкинская площадь, дом 5"
221,,,,,,,
222,Парковка №0304 (250),37.611967,55.773485,0304,20,4,"Садовая-Самотёчная улица, дом 1"
223,Парковка №0304 (250),37.613348,55.773557,0304,20,4,"Садовая-Самотёчная улица, дом 1"
224,,,,,,,
225,Парковка №0304 (252),37.5970316,55.7698038,0304,19,0,"Тверская улица, дом 30/2, строение 1"
226,Парковка №0304 (252),37.5974959,55.7700311,0304,19,0,"Тверская улица, дом 30/2, строение 1"
227,,,,,,,
228,Парковка №0304 (253),37.597618,55.770403,0304,41,4,"Садовая-Триумфальная улица, дом 4-10"
229,Парковка №0304 (253),37.598455,55.770758,0304,41,4,"Садовая-Триумфальная улица, дом 4-10"
230,Парковка №0304 (253),37.599285,55.771062,0304,41,4,"Садовая-Триумфальная улица, дом 4-10"
231,,,,,,,
232,Парковка №0304 (9),37.594603,55.782613,0304,14,0,"Лесная улица, дом 63, строение 1"
233,Парковка №0304 (9),37.595612,55.783305,0304,14,0,"Лесная улица, дом 63, строение 1"
234,,,,,,,
235,Парковка №0304 (74),37.589207,55.772826,0304,15,0,"1-я Брестская улица, дом 35"
236,Парковка №0304 (74),37.588016,55.773498,0304,15,0,"1-я Брестская улица, дом 35"
237,,,,,,,
238,Парковка №0304 (78),37.591508,55.77149,0304,12,0,"1-я Брестская улица, дом 22"
239,Парковка №0304 (78),37.592479,55.770918,0304,12,0,"1-я Брестская улица, дом 22"
240,,,,,,,
241,Парковка №0304 (96),37.593788,55.772158,0304,13,0,"2-я Тверская-Ямская улица, дом 26"
242,Парковка №0304 (96),37.594625,55.771656,0304,13,0,"2-я Тверская-Ямская улица, дом 26"
243,,,,,,,
244,Парковка №0304 (140),37.593589,55.774586,0304,13,0,"4-я Тверская-Ямская улица, дом 26/8"
245,Парковка №0304 (140),37.594067,55.774323,0304,13,0,"4-я Тверская-Ямская улица, дом 26/8"
246,,,,,,,
247,Парковка №0304 (156),37.594641,55.773885,0304,15,0,"4-я Тверская-Ямская улица, дом 22"
248,Парковка №0304 (156),37.593836,55.774356,0304,15,0,"4-я Тверская-Ямская улица, дом 22"
249,,,,,,,
250,Парковка №0304 (154),37.595853,55.773198,0304,15,0,"4-я Тверская-Ямская улица, дом 27"
251,Парковка №0304 (154),37.595452,55.773418,0304,15,0,"4-я Тверская-Ямская улица, дом 27"
252,,,,,,,
253,Парковка №0304 (144),37.596658,55.772751,0304,19,0,"4-я Тверская-Ямская улица, дом 10"
254,Парковка №0304 (144),37.596325,55.772956,0304,19,0,"4-я Тверская-Ямская улица, дом 10"
255,Парковка №0304 (144),37.595982,55.77318,0304,19,0,"4-я Тверская-Ямская улица, дом 10"
256,,,,,,,
257,Парковка №0304 (145),37.59698,55.772569,0304,19,0,"4-я Тверская-Ямская улица, дом 6/12"
258,Парковка №0304 (145),37.597307,55.772355,0304,19,0,"4-я Тверская-Ямская улица, дом 6/12"
